date,PSF
2017-02-07,83463.0
2017-02-07,86304.5
2017-02-07,87451.0
2017-02-07,86599.0
2017-02-07,84666.5
2017-02-07,81613.0
2017-02-07,77583.5
2017-02-08,74147.5
2017-02-08,71624.5
2017-02-08,70186.0
2017-02-08,69905.0
2017-02-08,70500.0
2017-02-08,72957.0
2017-02-08,78309.0
2017-02-08,85511.0
2017-02-08,87745.0
2017-02-08,87032.5
2017-02-08,86920.5
2017-02-08,86576.5
2017-02-08,85973.5
2017-02-08,85681.5
2017-02-08,85578.5
2017-02-08,85551.0
2017-02-08,85821.5
2017-02-08,88326.5
2017-02-08,91750.0
2017-02-08,93064.5
2017-02-08,92271.5
2017-02-08,90572.5
2017-02-08,87235.0
2017-02-08,82989.0
2017-02-09,79366.0
2017-02-09,77510.33333333333
2017-02-09,76433.33333333333
2017-02-09,75897.66666666667
2017-02-09,76429.0
2017-02-09,78546.33333333333
2017-02-09,83970.0
2017-02-09,91123.33333333333
2017-02-09,93393.66666666667
2017-02-09,92451.0
2017-02-09,91382.33333333333
2017-02-09,90041.66666666667
2017-02-09,88156.66666666667
2017-02-09,86709.66666666667
2017-02-09,85783.0
2017-02-09,84678.33333333333
2017-02-09,84501.0
2017-02-09,86462.33333333333
2017-02-09,90533.33333333333
2017-02-09,92934.33333333333
2017-02-09,92744.33333333333
2017-02-09,91497.33333333333
2017-02-09,88298.0
2017-02-09,84123.33333333333
2017-02-10,77527.33333333333
2017-02-10,75599.5
2017-02-10,74585.0
2017-02-10,74111.33333333333
2017-02-10,74369.83333333333
2017-02-10,76200.66666666667
2017-02-10,81122.83333333333
2017-02-10,87575.83333333333
2017-02-10,89639.16666666667
2017-02-10,88710.5
2017-02-10,87100.83333333333
2017-02-10,85332.66666666667
2017-02-10,83419.0
2017-02-10,81689.5
2017-02-10,80425.0
2017-02-10,79214.5
2017-02-10,78494.83333333333
2017-02-10,79569.33333333333
2017-02-10,82180.66666666667
2017-02-10,83777.5
2017-02-10,83003.83333333333
2017-02-10,81622.5
2017-02-10,79186.66666666667
2017-02-10,75780.33333333333
2017-02-11,70731.0
2017-02-11,68242.33333333333
2017-02-11,66624.0
2017-02-11,65435.666666666664
2017-02-11,65151.0
2017-02-11,65590.66666666667
2017-02-11,66750.66666666667
2017-02-11,69243.66666666667
2017-02-11,71339.66666666667
2017-02-11,73230.66666666667
2017-02-11,74365.66666666667
2017-02-11,74409.66666666667
2017-02-11,73603.0
2017-02-11,72442.33333333333
2017-02-11,71445.0
2017-02-11,70748.66666666667
2017-02-11,70602.0
2017-02-11,71840.33333333333
2017-02-11,74364.66666666667
2017-02-11,75343.0
2017-02-11,74383.33333333333
2017-02-11,72911.0
2017-02-11,71090.66666666667
2017-02-11,68308.66666666667
2017-02-12,66917.2
2017-02-12,64925.8
2017-02-12,63456.4
2017-02-12,62714.0
2017-02-12,62508.8
2017-02-12,62878.2
2017-02-12,63742.6
2017-02-12,65638.2
2017-02-12,67355.4
2017-02-12,69376.0
2017-02-12,70329.6
2017-02-12,70420.0
2017-02-12,70305.6
2017-02-12,69940.8
2017-02-12,69369.0
2017-02-12,68935.2
2017-02-12,69111.2
2017-02-12,71048.6
2017-02-12,74303.6
2017-02-12,76426.4
2017-02-12,76000.0
2017-02-12,74449.4
2017-02-12,72113.4
2017-02-12,68938.8
2017-02-13,67694.66666666667
2017-02-13,65843.66666666667
2017-02-13,64869.333333333336
2017-02-13,64557.333333333336
2017-02-13,65198.166666666664
2017-02-13,67493.83333333333
2017-02-13,72928.16666666667
2017-02-13,79892.5
2017-02-13,82533.83333333333
2017-02-13,82526.83333333333
2017-02-13,82296.33333333333
2017-02-13,81806.16666666667
2017-02-13,81046.0
2017-02-13,80257.0
2017-02-13,79700.83333333333
2017-02-13,78866.16666666667
2017-02-13,78360.66666666667
2017-02-13,79602.16666666667
2017-02-13,82708.5
2017-02-13,85188.16666666667
2017-02-13,84653.33333333333
2017-02-13,82744.33333333333
2017-02-13,79530.66666666667
2017-02-13,75070.5
2017-02-14,71982.16666666667
2017-02-14,69771.66666666667
2017-02-14,68279.5
2017-02-14,67566.83333333333
2017-02-14,67739.16666666667
2017-02-14,69424.66666666667
2017-02-14,74216.0
2017-02-14,80464.83333333333
2017-02-14,82833.83333333333
2017-02-14,82731.16666666667
2017-02-14,82730.0
2017-02-14,82542.83333333333
2017-02-14,81969.5
2017-02-14,81325.16666666667
2017-02-14,80707.66666666667
2017-02-14,80035.33333333333
2017-02-14,79888.5
2017-02-14,81549.83333333333
2017-02-14,84890.83333333333
2017-02-14,86393.66666666667
2017-02-14,85453.33333333333
2017-02-14,83618.0
