date,load1,load2,load3,load4,load5,load6,load7,load8,load9,load10,load11,load12,load13,load14,load15,load16,load17,load18,load19,load20,load21,load22,load23,load24,temp1,temp2,temp3
2020-12-09,75735,74113,72924,72397,71341,73345,77830,83587,86469,85341,82703,80273,78575,76972,76110,75154,75170,77753,81920,82397,81610,79984,77203,73753,42.712500000000006,36.27916666666667,43.324999999999996
2020-12-10,72051,70722,70530,70307,69887,71724,76079,81736,84702,83967,81565,79174,77362,76154,75198,74631,74848,77372,81103,81435,80451,78735,75786,72941,42.895833333333336,40.57916666666666,50.80833333333333
2020-12-11,70989,68968,67321,66669,66238,67973,71927,77559,80437,80846,80220,79858,79104,78523,78102,77454,77472,79747,81761,80828,79093,77210,74559,71484,40.175000000000004,44.26250000000001,50.479166666666664
2020-12-12,68480,66807,65706,65067,64856,65280,66410,68704,71212,73615,75533,76138,76207,75390,74637,74288,74722,77341,80294,80056,78877,77350,75306,72664,32.6,34.15833333333334,38.28333333333333
2020-12-13,69576,67693,67079,67151,67097,67763,68152,70049,72170,74351,75985,76666,76835,77248,77075,77001,78081,81077,84320,83813,82889,81318,78506,75415,30.15416666666667,32.87916666666667,33.074999999999996
2020-12-14,73275,72044,71795,72274,72158,74002,78936,85408,89621,90443,90289,89833,89031,87840,86700,86152,86441,89843,94153,94590,93635,92052,89356,85828,26.962500000000002,25.599999999999998,27.97916666666666
2020-12-15,82791,81428,80518,80141,80712,82582,85239,90649,93521,93683,93056,92221,91183,90068,89153,88672,89130,91970,95165,94809,93281,90928,87257,84026,30.825,27.962499999999995,29.80416666666667
2020-12-16,81372,79428,78287,77633,78029,79140,82262,87327,90340,91062,91158,90858,90190,89504,88946,88426,88963,91767,95429,95247,94183,92541,89335,86023,33.56666666666667,29.424999999999997,29.89583333333333
2020-12-17,83334,81543,80430,79659,79696,81387,85855,91313,94519,94740,93580,92250,90347,88662,87417,86180,85691,88633,92662,93412,92744,91461,88645,85869,30.84166666666667,30.162499999999998,30.07916666666667
2020-12-18,83902,82608,81739,81590,81583,83017,86675,91923,94781,94566,92286,90078,87597,85480,84799,83906,82799,84971,88417,88394,87278,85848,83395,80362,38.62083333333334,34.04583333333333,36.55833333333333
2020-12-19,77511,75657,74106,73198,72499,72557,74231,76814,79177,80807,81506,81196,80136,78721,77476,77215,77632,80276,82924,82493,81448,80019,77854,74792,36.8625,37.354166666666664,37.94583333333333
2020-12-20,72866,71982,70598,69923,69806,70506,71476,72015,74159,76170,77085,76410,75383,74741,73571,72811,73399,77024,81638,82256,81845,80833,78401,75637,38.26666666666666,36.30416666666667,38.979166666666664
2020-12-21,73677,72356,71476,70899,70944,73171,77204,82554,86029,86346,85403,83706,82354,81400,80134,79134,79017,81325,84566,85038,84288,82834,80333,77728,37.891666666666666,36.637499999999996,38.604166666666664
2020-12-22,75235,73390,72375,71205,71531,73772,78136,83349,86761,86779,85116,83374,81516,80162,78843,77669,77363,79776,83570,84221,83713,82095,79487,76372,45.90833333333333,41.925000000000004,40.579166666666666
2020-12-23,73963,72358,71038,69295,68498,69802,72996,77476,80188,81142,81340,81177,80723,79905,79369,78748,78885,80808,83344,83378,82154,80753,78632,75704,22.7375,37.275,30.14583333333333
2020-12-24,72724,70765,69776,69367,69876,71404,74081,77824,81493,84115,85784,86070,85460,84209,82846,82483,83045,85965,89100,89005,88238,87615,86389,84597,14.795833333333334,23.0125,13.145833333333336
2020-12-25,82544,81143,80130,79764,79820,80441,82177,84710,87250,88257,87274,85670,83727,81211,78674,77381,77448,80266,84242,85272,85409,85128,83891,81937,24.279166666666665,25.80416666666667,21.666666666666668
2020-12-26,79773,78158,77295,77223,77212,77838,79457,81700,83495,84003,82880,81164,79010,76743,75322,74571,74642,76459,80751,81745,81517,80646,78869,76738,33.00833333333333,30.741666666666664,34.75833333333333
2020-12-27,74562,72982,72091,71703,72154,72595,72956,74982,76522,77037,76816,75649,75150,74249,73074,72490,72360,74948,78432,79045,78000,76526,74621,71878,32.854166666666664,35.925,35.73333333333334
2020-12-28,70600,69819,68858,68914,68909,70043,73387,78332,81711,83115,83564,83529,83042,82118,81402,80633,80837,82999,86845,87540,86356,84621,81995,79339,25.22083333333333,27.570833333333336,27.76666666666667
2020-12-29,76787,75831,74976,74397,74417,74984,78405,82663,85540,86351,86277,86133,85533,84742,84350,83481,83431,85436,87900,87617,86170,84054,80844,77036,32.333333333333336,33.7125,38.05416666666667
2020-12-30,73804,71763,70631,69678,69303,69746,71985,75489,78125,79438,80566,81201,81472,81398,81152,80573,80825,82614,85336,85121,83960,82200,79387,76359,26.34583333333333,31.466666666666665,27.95416666666667
2020-12-31,74068,72444,71316,70369,70013,70858,73453,77015,79638,81321,82410,82780,82132,81024,80133,79678,80082,82452,85535,84574,82622,80489,78363,76000,29.862499999999997,26.41666666666667,31.666666666666668
2021-01-01,74565,73172,72202,71153,70347,70902,72074,72795,74225,75656,77363,78087,78199,77540,76536,75750,75903,78041,81078,80755,79672,78227,76119,73718,33.575,33.72083333333334,35.425000000000004
2021-01-02,71476,69809,69787,69620,69454,69461,70899,73029,75424,77467,79457,79958,79553,78406,77518,77022,77343,79914,83440,83842,82902,81845,79754,77257,32.775,34.18333333333334,33.6875
2021-01-03,74860,73386,71607,71268,71385,72232,73887,75829,78058,79417,79539,78610,77576,76499,75330,74657,75132,78179,82291,83235,82838,81425,79211,76305,27.76666666666667,33.7375,33.387499999999996
2021-01-04,73979,72598,72142,72257,73189,75676,80175,85900,89300,89750,88233,86368,84322,82892,81670,80410,79960,82071,85586,86363,85477,83714,81113,78306,31.691666666666674,32.42083333333333,33.145833333333336
2021-01-05,75768,74561,73849,73972,73675,75765,79545,85416,89361,89225,87684,85864,83857,82638,81394,80465,80392,82334,85957,86832,85973,84480,81816,78549,33.93333333333333,35.19166666666667,34.24583333333334
2021-01-06,75883,74817,74687,74598,74267,75742,79334,85019,88053,88364,87888,86811,85457,84081,83026,82052,81960,84006,87653,87625,86350,84611,81799,78806,36.925000000000004,34.8125,35.166666666666664
2021-01-07,77246,75566,74389,73976,74421,74701,78798,84501,87572,88473,88781,88782,88373,87822,87542,87028,86982,88823,91602,91668,90392,88404,85342,82612,35.1,30.28333333333333,31.908333333333335
2021-01-08,80260,78913,77713,77343,76948,77716,81688,87030,90385,91304,91610,91246,90557,89554,88678,87764,87231,88686,91360,91265,89893,88018,85427,82394,32.637499999999996,25.262500000000003,27.445833333333336
2021-01-09,80112,79076,78332,77768,77656,78537,79746,82172,84713,86443,86961,86457,85248,83615,81973,80824,80816,83011,86905,87798,87104,85904,84146,81846,28.766666666666662,24.60833333333333,26.17083333333333
2021-01-10,80013,79112,78240,77747,77816,78228,79446,80594,82641,84294,85690,85717,85294,84687,83884,83428,83997,86671,90474,90868,90145,88410,85662,83068,25.916666666666668,29.3875,25.633333333333336
2021-01-11,81104,79777,78848,78885,79573,81806,84920,90736,94303,95245,95336,94925,94040,93034,91879,90460,89962,91822,95452,96213,95067,92972,90380,87140,31.062499999999996,29.370833333333337,28.958333333333332
2021-01-12,85084,83385,82557,82341,82943,84226,88299,93914,97034,96517,94475,91815,89357,86961,84825,83113,82714,84601,89208,90784,90322,88945,86372,83101,34.9,35.74166666666667,35.05833333333333
2021-01-13,81391,79791,78970,78338,78091,79345,83632,89484,92362,91693,89407,86625,84116,82114,80405,79072,78725,80770,84997,86377,85710,84333,81787,78429,37.12916666666667,38.97083333333333,38.65416666666667
2021-01-14,75946,74669,74593,74609,75108,76261,80755,86592,89609,89209,87403,85755,83802,82291,81404,80422,80118,81710,84779,85426,84390,82509,79561,76963,35.391666666666666,38.0,37.25833333333333
2021-01-15,75367,74097,73240,73191,73829,74989,78806,84683,87681,88151,87352,86376,85868,84962,84250,83332,83100,84352,87154,87788,86613,85146,82910,80080,32.87499999999999,31.24166666666667,29.50833333333333
2021-01-16,77310,76477,75786,75386,75470,75789,76922,79593,82122,83735,84413,84012,83179,81624,80327,79432,79488,80593,83655,84373,83738,82416,80485,77956,32.15416666666666,34.387499999999996,31.895833333333332
2021-01-17,75605,74128,72946,72559,72652,73289,74718,76941,79393,81222,81311,80272,79222,77685,76619,76137,76674,78694,82208,83216,82416,81006,79060,76562,28.65416666666667,31.708333333333332,29.537499999999998
2021-01-18,74680,73572,73014,73339,74250,76600,80844,86030,89441,90184,89383,87979,86149,84485,83116,82026,81828,83368,86485,87569,86570,84698,81763,78647,25.24166666666667,29.316666666666674,30.39583333333333
2021-01-19,77284,76026,75021,74679,74289,75906,80466,86346,89552,89075,87796,86540,84856,83735,82858,82008,81904,83462,86687,87683,86715,84912,82198,79376,24.374999999999996,23.245833333333337,30.583333333333332
2021-01-20,77697,76240,75859,75704,75517,76833,81272,87053,90116,89949,88574,86754,85030,83738,82405,81515,81378,83150,86851,87671,86387,84283,80898,77025,34.8125,33.3125,36.84583333333334
2021-01-21,74228,72917,71782,71114,70942,72159,76239,81793,84809,84556,83294,82254,81366,80222,79455,78376,78432,80141,83856,85130,84380,82842,80142,76833,23.408333333333335,28.670833333333334,30.575
2021-01-22,74129,72714,71743,71378,71879,74108,78399,84027,87413,87580,86700,85642,84333,83220,82068,80814,80818,82318,86263,87251,86389,84889,82974,80366,19.474999999999998,21.229166666666668,21.158333333333335
2021-01-23,77839,76210,75043,74658,74962,75872,77825,80723,83155,84107,84157,83311,81787,79953,78429,78176,78787,79948,83448,84207,82719,81011,78566,75900,30.48333333333333,24.270833333333332,29.47916666666666
2021-01-24,73240,71290,70121,70579,70611,70923,71575,72156,74145,76198,77700,78240,78464,78021,77131,76374,76324,77823,80961,82319,81168,79257,76619,73524,32.354166666666664,26.09583333333333,31.42916666666667
2021-01-25,71404,70632,69912,69840,70337,71921,76111,81758,84979,86321,86999,87119,86950,86337,85902,85152,84754,85890,88242,88047,86549,84102,80960,77914,31.104166666666668,30.20416666666667,34.21666666666666
2021-01-26,75302,73921,72622,71360,70923,72599,76663,81952,85057,85562,85864,85792,85105,84736,84265,83451,83374,84492,87389,88237,86854,85248,82498,79036,26.275000000000006,21.020833333333332,29.75
2021-01-27,76525,74729,73700,73269,73697,75868,80012,85504,88563,89201,89288,88982,88276,87513,86969,86321,86214,87585,90535,92274,91319,89579,87356,85139,19.000000000000004,19.183333333333334,24.02916666666667
2021-01-28,83215,81914,81043,80972,81300,83467,87053,92999,96292,96079,94318,92179,90325,88444,86872,85244,84836,86432,90713,93371,92788,91167,88811,86328,23.908333333333335,18.61666666666667,24.895833333333332
2021-01-29,83722,82359,81524,81122,81473,83843,88376,94086,97003,96002,93413,90657,87766,85319,83340,82308,80985,82119,85593,87282,86254,84728,82669,79840,30.9875,14.933333333333335,29.599999999999994
2021-01-30,77676,75950,74824,73937,73695,74231,75775,77811,80193,81844,82522,82531,81545,80630,80150,79531,79324,80203,82632,82717,81133,78846,76404,73526,30.712499999999995,27.162499999999998,33.987500000000004
2021-01-31,71593,70683,69594,68777,68574,69133,70077,70963,72277,74653,76603,77756,78382,78696,78511,78572,79036,80572,83864,85222,84428,82833,80096,77199,30.825,26.212500000000002,28.970833333333335
2021-02-01,75208,74186,73643,74026,74703,76766,81580,88042,91690,92328,91915,91177,90080,88643,87466,86315,85961,87215,90701,92795,91764,90054,87220,84568,26.791666666666668,24.075,26.058333333333334
2021-02-02,82423,81322,80853,80459,80959,82136,86679,92899,95601,95142,93250,91153,89057,86759,85305,83617,82704,84056,87833,90657,90339,89070,86365,84152,26.850000000000005,21.29583333333333,27.529166666666665
2021-02-03,82328,80536,79762,79648,80480,82126,86959,92887,95538,93903,90932,87876,85156,82687,80848,79108,78777,80460,84484,87509,86981,85546,82913,80183,31.995833333333337,23.59583333333333,30.366666666666664
2021-02-04,78066,76304,75541,75196,75263,77125,80495,85851,88439,88633,88229,87651,87079,86608,86233,85325,85043,85960,88205,89859,88798,86890,83931,81152,17.75,25.450000000000003,27.033333333333335
2021-02-05,79149,77639,76998,76718,77145,79391,83210,88870,91829,91992,90975,90058,88998,87900,86838,86325,85048,86246,89318,91110,90041,88538,86298,83591,9.404166666666667,17.174999999999997,20.487499999999997
2021-02-06,81498,79907,78897,78512,78612,79588,80963,83583,85883,87586,87932,87077,85630,84171,83161,83187,83737,84608,87619,89370,88673,87251,85198,83012,2.7708333333333335,11.887500000000001,11.174999999999999
2021-02-07,81100,80264,79608,79753,80249,81152,83155,85352,87696,89640,90217,90052,89203,88162,87145,86755,87292,89032,91747,92750,92423,91486,89915,87465,6.875,9.516666666666667,15.499999999999998
2021-02-08,85414,84612,83892,83970,84569,86049,90371,95981,98507,98659,97645,96231,94934,93402,92274,91198,90849,91675,94179,95834,94676,92535,89778,86603,10.9375,14.316666666666668,22.325
2021-02-09,84528,83139,82138,82029,82495,83259,86779,91955,94673,95160,94691,94093,93026,92172,91198,90573,90262,91411,94227,96325,95468,93450,90352,87668,11.91666666666667,10.270833333333332,20.566666666666666
2021-02-10,85862,84348,83295,83073,83570,84548,87177,92352,95279,96111,96140,95677,95002,94274,93546,92895,92476,93636,96013,97719,96676,94501,91637,88774,14.708333333333334,14.391666666666666,19.86666666666667
2021-02-11,87465,85906,85078,84785,85382,86208,89157,94101,97109,98219,98351,98156,97443,96837,96380,95817,96169,97170,99797,101394,100277,98415,95699,92779,16.8875,18.754166666666666,21.45833333333333
2021-02-12,90923,89639,88654,88125,88144,89167,92955,98302,101306,102534,102533,101631,100520,99111,98431,97291,97212,98108,100933,102873,101859,100068,97924,94807,9.345833333333333,17.499999999999996,22.370833333333337
2021-02-13,92904,91921,91366,90870,90554,91444,92350,94875,96790,99239,100461,100035,98762,96868,96163,94965,94581,95769,98213,101023,100387,99351,97435,95017,1.3708333333333333,12.866666666666667,12.512500000000001
2021-02-14,93559,92952,92681,92528,92136,92498,93848,95920,97898,100068,101068,101062,100478,99453,98592,98736,99052,100497,103953,106245,105757,104321,102086,99782,5.6125,12.145833333333334,12.795833333333334
2021-02-15,98462,98320,98127,98087,98861,99523,101651,105081,107648,109034,109610,109452,108913,108089,107094,106503,106175,106450,108484,110194,108602,106586,104209,102120,12.9,12.791666666666664,12.612499999999997
2021-02-16,100619,99613,98683,98652,98945,99341,101287,104824,105945,106122,104970,103299,101867,100257,98666,97149,96407,97216,100939,104865,103822,102331,100700,97692,15.408333333333331,3.9666666666666663,10.995833333333332
2021-02-17,96252,95999,95677,95237,94796,95849,99251,103461,105602,105882,104827,103459,101732,100133,98724,97862,97839,98859,100557,102204,100850,98712,95439,92166,20.04583333333333,17.229166666666668,19.925
2021-02-18,90523,89527,88766,88458,88913,89921,92475,96831,99118,99833,99112,97966,96026,94362,92973,92343,92285,93770,96610,99857,99533,97986,95443,93041,16.516666666666666,22.429166666666664,16.1
2021-02-19,91413,90382,90164,90391,90769,92168,96016,100901,103031,101821,99046,96152,93837,91793,89715,87557,86431,86981,90064,94077,94408,93688,92069,90115,17.287499999999998,20.691666666666666,20.97083333333333
2021-02-20,89037,88186,87568,87596,88152,89031,90368,92896,94525,93845,91187,87827,84844,81746,79125,77223,76536,77922,81513,85661,86408,85949,84431,82481,26.474999999999998,18.841666666666665,27.59583333333333
2021-02-21,80746,79553,79023,78708,78780,79512,81037,82924,84016,84029,83230,81274,79617,78224,77508,77091,77275,78777,81222,83629,82787,80773,77938,74794,33.10833333333333,33.75416666666667,36.895833333333336
2021-02-22,72151,70712,70163,70036,70959,73593,78185,84086,86573,86184,85117,83938,82664,81300,79966,78659,77940,78136,80428,83747,83955,82420,79953,76619,40.25416666666667,37.449999999999996,41.57916666666666
2021-02-23,74098,72427,71626,71564,72311,74727,79582,85360,86851,84979,82262,79902,77897,76467,75363,74527,73883,74314,76496,79589,79752,78346,75705,72526,41.1625,40.479166666666664,45.279166666666676
2021-02-24,70034,68404,67500,67323,67963,70167,74794,80453,82280,81199,79531,78005,76869,75796,75167,74434,74326,75424,77786,80750,80714,79284,76636,73618,33.425,30.787500000000005,35.6
2021-02-25,71773,70668,70169,69857,70571,71982,76406,82212,84293,82984,81368,80255,79185,77952,76994,76177,75821,76826,79284,82651,82558,81252,78673,75753,34.266666666666666,30.825,35.96666666666667
2021-02-26,73237,71881,71541,71830,71590,72560,76467,81547,83516,83772,83016,82234,81068,80258,79493,78755,78504,78864,80122,81859,80577,78788,76273,73586,40.49999999999999,38.40833333333333,44.729166666666664
2021-02-27,70588,68556,67076,66274,65609,66240,67877,70245,72040,73396,73652,73120,72104,71123,70177,69332,69679,70759,72659,75234,74600,73080,70948,68550,42.37083333333333,40.72083333333333,51.77083333333332
2021-02-28,66562,65057,64434,63393,63293,63187,63096,64099,66161,68639,70634,71518,71890,71795,71424,71103,71568,72771,75225,77635,77336,75708,73446,70674,32.416666666666664,36.12916666666667,39.25416666666667
2021-03-01,68554,68391,67836,67840,68869,70663,75000,80787,83482,83763,83464,82727,81831,80977,79800,78597,78049,78758,81500,85024,85131,83869,81317,78474,31.075,25.900000000000002,31.71666666666667
2021-03-02,76828,75639,74839,74966,75265,76250,80954,86442,87961,86903,85334,84102,82585,81041,79755,78115,76849,77367,79647,83929,84572,83255,80707,78316,43.93749999999999,39.416666666666664,41.3375
2021-03-03,76572,75294,74609,73750,73625,75595,80383,85452,86632,83919,81143,78853,77047,75458,74038,72595,71973,72415,74569,77824,78477,77336,75060,72167,35.59166666666667,32.72083333333333,41.900000000000006
2021-03-04,70177,69449,69111,69312,69716,72297,77442,83274,84888,83141,80714,78552,76916,75641,74850,73634,73150,73585,75298,75246,75611,74387,72205,69974,35.42916666666667,28.72916666666667,35.06666666666667
2021-03-05,72292,71010,70091,70366,71156,72003,76615,81882,83662,83104,81649,80404,78826,77192,76338,75898,74366,74515,76523,75206,75155,73877,71953,69338,36.15416666666667,31.554166666666664,36.650000000000006
2021-03-06,70958,69954,69144,68901,69145,69666,71683,74279,75458,75365,74477,72605,70924,69556,68474,67467,67332,67318,69241,69289,70149,69588,68264,66395,38.012499999999996,28.841666666666665,38.18333333333333
2021-03-07,68274,67185,66775,66721,67107,68267,70207,72020,73289,72815,71615,69902,69156,67585,66078,65243,65491,66514,69070,69482,70504,69300,67696,65045,52.212500000000006,43.64166666666667,47.25833333333333
2021-03-08,66668,65719,65660,65948,67136,69993,75183,81069,82894,80513,78154,76509,75166,74059,73035,72035,71468,71659,73000,76210,76221,74546,71725,68967,55.02916666666666,44.958333333333336,53.466666666666676
2021-03-09,67300,66576,65835,65468,65665,66929,71572,76798,78631,77289,75720,74693,73760,73131,72734,71930,71276,71672,72862,76020,75931,73970,70751,67821,60.13749999999999,53.6,59.71666666666667
2021-03-10,65398,63691,62472,61792,61668,62984,66770,71834,74321,75017,75123,74952,75139,74865,74836,74559,73962,74224,75135,76857,76414,74263,71076,68162,55.92499999999999,62.06249999999999,61.849999999999994
2021-03-11,65472,63476,62119,61491,61673,62416,65940,70889,73659,74827,75037,75334,75312,75187,74942,74184,73668,74137,74823,77189,77133,75439,72558,69207,44.9625,44.712500000000006,49.07916666666667
2021-03-12,66731,65389,64325,63587,63553,64788,68748,73383,75368,75567,75359,75612,75674,75247,75004,74391,73952,74251,75119,76731,76322,74700,72242,69390,44.112500000000004,36.041666666666664,46.24166666666665
2021-03-13,66925,64772,63532,63100,63120,63758,64970,66602,68257,69930,70728,70691,70116,70079,69529,69036,68807,69369,69660,71748,71951,70462,68305,65865,44.025,41.16666666666667,44.65833333333333
2021-03-14,63795,62473,61643,61251,61090,61551,63051,64330,65904,67543,68676,69366,69762,69470,69497,69651,70601,71649,72922,75063,74884,72742,69932,69932,35.4,31.2,39.1
2021-03-15,67391,65540,64629,64322,64876,66646,70669,76010,79653,80896,81511,82308,82398,82746,82595,81926,81810,81923,81948,81828,82608,81508,78382,74501,34.7,36.9,40.1
2021-03-16,71532,69728,68259,67482,66682,67865,71641,76767,79656,80129,80376,80134,79800,79481,78990,78274,77926,77806,78044,78255,79692,79256,76283,72836,36.3,38.6,47.70000000000001
2021-03-17,69799,67701,66365,66192,65918,66978,70758,75679,78749,79430,79809,79719,79546,79172,78782,77966,77105,77027,76960,77022,78107,77370,74960,71387,39.3,41.4,48.4
2021-03-18,68381,67148,66428,65757,65747,67363,70168,75839,79461,80333,80560,80412,79750,79125,78541,77483,76756,76681,77232,78156,79915,80040,77718,74368,39.1,37.6,38.6
2021-03-19,71213,69441,68138,67937,68606,70473,74545,79906,83148,83103,81807,80253,78798,77193,75665,73706,72181,71300,71626,72719,75287,76021,74786,73105,42.6,39.7,41.3
2021-03-20,70955,68548,67333,66611,67126,68137,70114,73005,74980,75781,74737,73178,70859,68787,66691,65069,64149,64400,65032,66020,68543,69479,68737,67158,51.20000000000001,47.6,50.0
2021-03-21,65039,63741,63090,62978,63345,64098,65435,67130,68974,69687,68801,67499,66242,65052,64123,63519,63658,64722,65990,66936,69223,69663,67931,65818,56.5,54.9,54.70000000000001
2021-03-22,63743,61954,60228,60083,60925,63315,67946,74281,77366,77447,76590,75502,74658,73696,73095,72325,71673,71687,71989,72366,74021,74060,71301,68270,57.79999999999999,60.4,56.6
2021-03-23,65218,64044,62844,62041,61597,62397,66003,71455,74562,75305,75907,76009,75579,75343,75287,74692,74155,74135,74274,74419,75379,74616,71456,67673,56.5,61.4,62.0
2021-03-24,65144,63699,62141,61626,61617,62377,65751,71447,74330,75077,75365,75365,74977,74599,74291,73642,73088,73161,73253,73353,74727,74483,71668,68203,48.29999999999999,56.1,53.5
2021-03-25,65151,63040,61720,61105,61422,63108,66941,72456,75328,76283,76447,76611,76470,76301,76075,75512,74996,75245,75853,76028,76723,76419,73786,70279,39.1,45.0,51.20000000000001
2021-03-26,67665,65309,64091,63331,63491,64932,67967,73160,76229,77064,77487,77330,76398,75405,74714,73867,73158,72912,72617,72657,73404,73637,71424,68559,48.0,45.9,55.1
2021-03-27,65575,63377,62283,61720,61251,62032,63229,65290,67198,68918,70073,70570,70485,70140,69783,69650,69858,70537,70995,70678,71469,71295,69474,66556,47.6,49.79999999999999,50.0
2021-03-28,63884,62713,61577,60731,60353,59978,60909,61990,63642,65354,66919,67590,67936,68052,67144,66576,66088,66555,67656,68860,71154,72281,70238,67652,44.5,40.4,41.9
2021-03-29,65286,64379,63995,63889,64181,66238,70947,77009,79698,78797,77187,75668,74321,73158,72372,71525,70731,70776,71012,71661,73083,74099,71396,68151,57.29999999999999,56.29999999999999,55.6
2021-03-30,65542,64260,63277,62908,62497,64159,67688,72850,75324,75646,75289,74940,74462,74308,74320,73837,73375,73570,74193,74858,75957,75684,73062,69675,42.4,49.5,47.6
2021-03-31,66960,65166,64026,63681,63751,64722,68667,74108,76791,77411,77678,77675,77431,77018,76809,75806,74385,74026,74098,74525,76664,77870,76133,73120,33.7,36.1,33.8
2021-04-01,70904,69486,68502,67970,68437,70910,75130,80483,82956,82442,81264,80113,78782,77438,76020,74395,72948,72358,72576,73369,76137,77805,76076,73401,37.2,36.4,33.3
2021-04-02,70934,69032,68234,68288,68940,70771,74149,78309,80406,79893,78156,76006,73905,71899,70129,68453,67122,66639,66849,67421,69237,71049,69842,67997,52.20000000000001,45.5,46.29999999999999
2021-04-03,65923,64311,63953,63427,63471,64531,66357,68498,70358,70822,70036,68414,66552,64949,63371,62437,62286,62612,63383,64098,65800,67203,65810,63232,60.9,52.4,57.0
2021-04-04,60469,58805,58530,58183,58287,58683,59284,61244,63205,64437,64359,63844,63155,62301,61522,61359,61665,62669,63587,64447,65942,67435,65493,62493,67.3,55.29999999999999,63.0
2021-04-05,59740,58540,57547,57349,57333,59057,62330,67539,70641,71874,72552,72964,73405,73746,74435,74472,74656,75110,75305,75326,75703,76189,73119,68732,70.1,59.29999999999999,65.3
2021-04-06,64836,62679,61108,60436,59805,60332,64115,69005,71497,72465,73013,74049,74903,75894,76941,77503,77667,77794,77819,77421,77586,77522,74277,69821,71.2,68.7,66.3
2021-04-07,65772,62797,61161,60464,60184,60964,64134,68898,71467,73027,74347,75757,76887,77787,78395,78380,78011,77896,77872,77413,77389,77134,73822,69902,63.9,66.6,62.79999999999999
2021-04-08,66033,63207,61258,59909,59909,61109,64523,69269,72226,73765,74984,75953,76489,76631,76808,76851,76984,76972,76891,76459,76453,76351,73463,69278,55.70000000000001,63.6,61.9
2021-04-09,66082,64062,63113,62354,62236,62186,65396,70137,72834,74290,75291,75930,76391,76807,77450,77484,77195,76962,76531,75474,74974,74734,71962,68419,53.0,60.79999999999999,62.1
2021-04-10,64947,62376,61393,60214,59585,59609,59750,61066,62977,65674,67680,68856,69109,69287,68910,68844,68992,69467,69752,69450,69442,69559,67474,64640,50.9,58.79999999999999,49.5
2021-04-11,62041,60655,59480,59049,58795,58917,58931,59678,61343,63693,65387,65895,66253,66312,66362,66379,66687,68138,69464,69988,70201,70955,68365,64654,54.9,53.79999999999999,54.29999999999999
2021-04-12,61697,60476,59995,60052,60449,61792,65102,70278,73147,73863,74420,74982,75029,75551,75772,75939,75981,76086,76240,75996,75956,76030,73027,69368,50.1,53.5,55.0
2021-04-13,66168,64294,63081,62444,62267,63561,66551,71396,74017,74791,75297,75233,75271,74790,74730,74137,73387,73217,73355,73549,74152,74961,72307,68693,45.0,44.1,54.1
2021-04-14,66027,64438,62964,62318,62135,62838,66504,71451,74357,75011,75150,75202,74773,74506,74013,73159,72577,72533,72811,73035,73962,74748,72265,68967,44.9,40.3,46.0
2021-04-15,66523,65076,63983,63341,63802,65009,68302,73296,75899,76232,75986,75819,75267,74732,73887,72976,72463,72410,72613,72931,73831,74891,72492,69414,45.6,42.9,48.6
2021-04-16,67078,65335,64191,62769,62914,64137,67985,72639,74924,75227,75058,74327,73544,72866,72339,71218,70272,69870,69768,69593,70529,71178,69298,66398,45.29999999999999,45.79999999999999,51.5
2021-04-17,64162,62781,61617,61109,60977,60683,61678,63390,65246,67256,68020,67761,66984,66067,65540,64676,64584,64478,64891,65432,66386,67591,66116,63863,49.9,49.9,50.5
2021-04-18,61517,60450,60026,59528,59347,59750,60383,61608,63198,64510,64764,64340,64065,64318,64086,63758,63800,64650,65862,66604,67809,69337,67103,64047,49.79999999999999,50.20000000000001,53.20000000000001
2021-04-19,62240,61288,60675,60249,60819,63112,66943,72647,75284,75580,75547,75170,74953,74390,74095,73467,73130,73107,73647,73767,74333,75232,72598,68898,39.8,37.1,41.8
2021-04-20,65906,64012,63229,63069,63326,65054,68933,73991,76674,76922,76854,77159,77534,77570,77439,77250,76931,77375,77642,77608,77929,78676,76281,73196,39.2,34.9,34.5
2021-04-21,70429,69006,67281,66869,67450,68775,72947,78160,80531,80181,79148,78243,77448,76515,75946,75017,73898,73595,73489,73858,74967,76830,75077,72418,43.20000000000001,35.6,41.2
2021-04-22,69835,68358,67635,67796,68405,69407,73528,78477,80286,79065,77395,76117,75017,73754,72932,71726,71030,70933,70527,70897,72356,74010,72107,68820,52.9,46.79999999999999,46.79999999999999
2021-04-23,66093,65312,64888,63916,63835,64655,68192,72880,75195,76297,76280,76023,75209,74481,73686,72656,71816,71457,71080,70687,71214,71649,69718,67115,54.70000000000001,50.20000000000001,51.70000000000001
2021-04-24,64766,63255,62429,61932,61384,61274,61841,63321,65583,67988,69643,70452,70461,70259,69753,69411,69024,69173,69172,68912,68895,69657,68009,65154,45.9,46.20000000000001,50.1
2021-04-25,62358,60302,58914,58295,58119,58572,59752,60908,62542,64430,65363,65504,65506,65567,65350,65791,66342,67373,68613,69197,69864,70877,68833,65141,54.79999999999999,40.6,55.79999999999999
2021-04-26,62096,59962,58911,58787,59320,61333,65651,70529,73423,74279,74569,74982,75198,75563,76254,76802,77125,77288,77313,76873,76152,76705,74101,69611,73.6,59.4,70.4
2021-04-27,65725,62725,60971,59894,59996,61442,65125,69794,72537,73999,75401,76386,77438,78752,79889,80623,81179,81333,81194,80631,80298,80543,77529,73108,53.20000000000001,63.79999999999999,70.3
