date,label
2010/4/7,3
2010/4/8,0
2010/4/9,1
2010/4/10,6
2010/4/11,6
2010/4/12,0
2010/4/13,1
2010/4/14,1
2010/4/15,6
2010/4/16,2
2010/4/17,6
2010/4/18,6
2010/4/19,2
2010/4/20,1
2010/4/21,1
2010/4/22,1
2010/4/23,0
2010/4/24,5
2010/4/25,6
2010/4/26,6
2010/4/27,1
2010/4/28,1
2010/4/29,4
2010/4/30,1
2010/5/1,1
2010/5/2,6
2010/5/3,1
2010/5/4,3
2010/5/5,1
2010/5/6,1
2010/5/7,1
2010/5/8,1
2010/5/9,6
2010/5/10,6
2010/5/11,6
2010/5/12,1
2010/5/13,1
2010/5/14,1
2010/5/15,6
2010/5/16,6
2010/5/17,4
2010/5/18,1
2010/5/19,1
2010/5/20,1
2010/5/21,1
2010/5/22,1
2010/5/23,1
2010/5/24,1
2010/5/25,4
2010/5/26,3
2010/5/27,1
2010/5/28,5
2010/5/29,6
2010/5/30,6
2010/5/31,6
2010/6/1,1
2010/6/2,1
2010/6/3,5
2010/6/4,6
2010/6/5,6
2010/6/6,6
2010/6/7,1
2010/6/8,6
2010/6/9,6
2010/6/10,1
2010/6/11,6
2010/6/12,6
2010/6/13,6
2010/6/14,1
2010/6/15,1
2010/6/16,1
2010/6/17,6
2010/6/18,1
2010/6/19,6
2010/6/20,1
2010/6/21,1
2010/6/22,6
2010/6/23,1
2010/6/24,1
2010/6/25,3
2010/6/26,6
2010/6/27,6
2010/6/28,1
2010/6/29,1
2010/6/30,1
2010/7/1,1
2010/7/2,1
2010/7/3,6
2010/7/4,1
2010/7/5,6
2010/7/6,6
2010/7/7,6
2010/7/8,6
2010/7/9,1
2010/7/10,6
2010/7/11,6
2010/7/12,1
2010/7/13,5
2010/7/14,6
2010/7/15,6
2010/7/16,1
2010/7/17,1
2010/7/18,6
2010/7/19,6
2010/7/20,6
2010/7/21,1
2010/7/22,1
2010/7/23,1
2010/7/24,6
2010/7/25,6
2010/7/26,1
2010/7/27,1
2010/7/28,1
2010/7/29,1
2010/7/30,6
2010/7/31,6
2010/8/1,6
2010/8/2,6
2010/8/3,1
2010/8/4,1
2010/8/5,1
2010/8/6,1
2010/8/7,1
2010/8/8,1
2010/8/9,1
2010/8/10,6
2010/8/11,1
2010/8/12,6
2010/8/13,1
2010/8/14,6
2010/8/15,6
2010/8/16,1
2010/8/17,1
2010/8/18,6
2010/8/19,6
2010/8/20,6
2010/8/21,1
2010/8/22,6
2010/8/23,6
2010/8/24,6
2010/8/25,6
2010/8/26,6
2010/8/27,6
2010/8/28,1
2010/8/29,6
2010/8/30,1
2010/8/31,1
2010/9/1,5
2010/9/2,1
2010/9/3,1
2010/9/4,3
2010/9/5,6
2010/9/6,6
2010/9/7,1
2010/9/8,1
2010/9/9,6
2010/9/10,6
2010/9/11,1
2010/9/12,6
2010/9/13,3
2010/9/14,6
2010/9/15,6
2010/9/16,6
2010/9/17,1
2010/9/18,6
2010/9/19,6
2010/9/20,6
2010/9/21,1
2010/9/22,6
2010/9/23,6
2010/9/24,1
2010/9/25,6
2010/9/26,6
2010/9/27,0
2010/9/28,3
2010/9/29,6
2010/9/30,1
2010/10/1,3
2010/10/2,6
2010/10/3,6
2010/10/4,6
2010/10/5,0
2010/10/6,3
2010/10/7,2
2010/10/8,2
2010/10/9,2
2010/10/10,6
2010/10/11,0
2010/10/12,2
2010/10/13,0
2010/10/14,4
2010/10/15,3
2010/10/16,1
2010/10/17,6
2010/10/18,4
2010/10/19,2
2010/10/20,2
2010/10/21,2
2010/10/22,0
2010/10/23,5
2010/10/24,6
2010/10/25,2
2010/10/26,0
2010/10/27,0
2010/10/28,2
2010/10/29,2
2010/10/30,0
2010/10/31,5
2010/11/1,0
2010/11/2,2
2010/11/3,0
2010/11/4,0
2010/11/5,2
2010/11/6,2
2010/11/7,0
2010/11/8,2
2010/11/9,2
2010/11/10,2
2010/11/11,0
2010/11/12,0
2010/11/13,0
2010/11/14,5
2010/11/15,0
2010/11/16,4
2010/11/17,2
2010/11/18,5
2010/11/19,2
2010/11/20,2
2010/11/21,2
2010/11/22,0
2010/11/23,0
2010/11/24,0
2010/11/25,0
2010/11/26,0
2010/11/27,0
2010/11/28,0
2010/11/29,4
2010/11/30,4
2010/12/1,2
2010/12/2,0
2010/12/3,4
2010/12/4,2
2010/12/5,0
2010/12/6,0
2010/12/7,0
2010/12/8,0
2010/12/9,3
2010/12/10,2
2010/12/11,0
2010/12/12,0
2010/12/13,0
2010/12/14,2
2010/12/15,3
2010/12/16,4
2010/12/17,4
2010/12/18,0
2010/12/19,1
2010/12/20,2
2010/12/21,2
2010/12/22,0
2010/12/23,0
2010/12/24,2
2010/12/25,6
2010/12/26,5
2010/12/27,2
2010/12/28,2
2010/12/29,2
